week,campaign_type,primary_search_strategy,spend,impressions,clicks,attributed_sales,sales,imp_spend,click_spend,attr_spend
2018-07-29,sponsoredBrands,Competitive,6.98,394,3,41.78,669448.55,56.4469914,0.429799427,5.985673352
2018-07-29,sponsoredProducts,Auto,1189.93,906418,1023,1953.94,669448.55,761.7406066,0.859714437,1.642062978
2018-07-29,sponsoredProducts,Branded,5518.48,688325,3812,37358.91,669448.55,124.7309042,0.690769922,6.769782621
2018-07-29,sponsoredProducts,Category,16649.51,2362100,5525,38203.13,669448.55,141.8720431,0.331841598,2.29454981
2018-07-29,sponsoredProducts,Competitive,843.27,395943,298,1102.21,669448.55,469.5328898,0.353386223,1.307066539
2018-08-05,sponsoredBrands,Branded,1081.04,26624,651,8106.37,671269.73,24.62813587,0.602197884,7.4986772
2018-08-05,sponsoredBrands,Category,1763.83,26175,410,2819.6,671269.73,14.83986552,0.232448705,1.598566755
2018-08-05,sponsoredBrands,Uncategorized,418.34,25079,253,419.94,671269.73,59.94884544,0.604771239,1.00382464
2018-08-05,sponsoredProducts,Auto,1166.06,935340,979,3437.6,671269.73,802.1371113,0.839579438,2.94804727
2018-08-05,sponsoredProducts,Branded,7166.72,835742,4267,49307.2,671269.73,116.614295,0.595390918,6.880023218
2018-08-05,sponsoredProducts,Category,14997.34,2070424,5014,36406.77,671269.73,138.052748,0.334325954,2.427548485
2018-08-05,sponsoredProducts,Competitive,1194,544430,411,1276.76,671269.73,455.9715243,0.344221106,1.069313233
2018-08-05,sponsoredProducts,Uncategorized,566.79,359502,701,2281.77,671269.73,634.2772455,1.23678964,4.025776743
2018-08-12,sponsoredBrands,Branded,1108.94,32963,740,7937.19,643705.93,29.72478222,0.667303912,7.15745667
2018-08-12,sponsoredBrands,Category,1432.8,24117,372,2612.4,643705.93,16.83207705,0.259631491,1.823283082
2018-08-12,sponsoredBrands,Uncategorized,477.98,36741,338,658.32,643705.93,76.86723294,0.707142558,1.377296121
2018-08-12,sponsoredProducts,Auto,772.15,928039,893,2493.6,643705.93,1201.889529,1.156511041,3.229424335
2018-08-12,sponsoredProducts,Branded,8445.03,919960,5093,58391.41,643705.93,108.9350778,0.603076602,6.914292785
2018-08-12,sponsoredProducts,Category,20870.84,3021254,7199,57747.47,643705.93,144.7595784,0.344931014,2.76689726
2018-08-12,sponsoredProducts,Competitive,891.73,514431,328,1109.86,643705.93,576.8909872,0.367824341,1.244614401
2018-08-12,sponsoredProducts,Uncategorized,597.9,501061,967,2623.95,643705.93,838.0347884,1.617327312,4.388610135
2018-08-19,sponsoredBrands,Branded,1206.26,34751,789,9568.45,662700.52,28.80888034,0.654087842,7.932328022
2018-08-19,sponsoredBrands,Category,1201.81,24323,346,2718.29,662700.52,20.23864005,0.287899086,2.261830073
2018-08-19,sponsoredBrands,Competitive,31.3,3399,19,13.48,662700.52,108.5942492,0.607028754,0.430670927
2018-08-19,sponsoredBrands,Uncategorized,585.67,33275,375,679.36,662700.52,56.8152714,0.640292315,1.159970632
2018-08-19,sponsoredProducts,Auto,941.94,1022702,1031,4017.58,662700.52,1085.740068,1.094549547,4.265218591
2018-08-19,sponsoredProducts,Branded,8328.9,1177993,6249,68225.65,662700.52,141.4344031,0.750279149,8.191435844
2018-08-19,sponsoredProducts,Category,23064.62,3602943,8029,58971.95,662700.52,156.2108112,0.348108922,2.55681429
2018-08-19,sponsoredProducts,Competitive,1283.15,646439,458,1562.82,662700.52,503.7906714,0.356934107,1.217955812
2018-08-19,sponsoredProducts,Uncategorized,510.67,533686,932,4264.94,662700.52,1045.070202,1.825053361,8.351655668
2018-08-26,sponsoredBrands,Branded,1711.64,50901,1083,17275.58,729728.84,29.73814587,0.632726508,10.09299853
2018-08-26,sponsoredBrands,Category,2136.16,59446,529,3047.72,729728.84,27.82843982,0.247640626,1.426728335
2018-08-26,sponsoredBrands,Competitive,186.03,22230,97,339.47,729728.84,119.4968553,0.521421276,1.824813202
2018-08-26,sponsoredBrands,Uncategorized,552.13,81118,387,654.02,729728.84,146.9182982,0.700921884,1.184539873
2018-08-26,sponsoredProducts,Auto,1112.53,978002,1006,5095.01,729728.84,879.0792158,0.904245279,4.579660773
2018-08-26,sponsoredProducts,Branded,9148.77,724650,6120,65456.92,729728.84,79.20736886,0.668942382,7.154723531
2018-08-26,sponsoredProducts,Category,12146.39,2126308,4050,24042.08,729728.84,175.0567864,0.333432403,1.979360123
2018-08-26,sponsoredProducts,Competitive,1219.81,550957,429,1576.19,729728.84,451.6744411,0.351694116,1.292160254
2018-08-26,sponsoredProducts,Uncategorized,492.64,487487,876,3547.53,729728.84,989.5400292,1.778174732,7.201059597
2018-09-02,sponsoredBrands,Branded,2374.68,72902,1093,12231.27,656014.98,30.69971533,0.460272542,5.15070241
2018-09-02,sponsoredBrands,Category,3033.27,97280,727,4366.23,656014.98,32.07099928,0.239675334,1.439446538
2018-09-02,sponsoredBrands,Competitive,643.85,58517,268,432.44,656014.98,90.88607595,0.41624602,0.671647123
2018-09-02,sponsoredBrands,Uncategorized,603.53,97462,461,1169.56,656014.98,161.4865872,0.763839411,1.937865558
2018-09-02,sponsoredProducts,Auto,1652.87,1523556,1337,4011.41,656014.98,921.7639621,0.808896041,2.426936178
2018-09-02,sponsoredProducts,Branded,12781.15,813699,8043,89294.61,656014.98,63.66398955,0.629286097,6.986430016
2018-09-02,sponsoredProducts,Category,20195.72,3454488,6477,34519.75,656014.98,171.0504998,0.320711517,1.709260675
2018-09-02,sponsoredProducts,Competitive,1813.72,829139,611,1933.1,656014.98,457.1482919,0.336876695,1.065820524
2018-09-02,sponsoredProducts,Uncategorized,488.88,500956,850,3350.67,656014.98,1024.701358,1.738667976,6.853767796
2018-09-09,sponsoredBrands,Branded,2457,67673,943,12237.95,719729.51,27.54293854,0.383801384,4.980850631
2018-09-09,sponsoredBrands,Category,3021.7,82193,548,3377.36,719729.51,27.20091339,0.181354866,1.117701956
2018-09-09,sponsoredBrands,Competitive,430.97,46938,158,522.83,719729.51,108.9124533,0.366614846,1.213147087
2018-09-09,sponsoredBrands,Uncategorized,614.37,94550,379,601.47,719729.51,153.8974885,0.616892101,0.979002881
2018-09-09,sponsoredProducts,Auto,1375.61,1309199,1422,5357.52,719729.51,951.7225086,1.033723221,3.894650373
2018-09-09,sponsoredProducts,Branded,12730.95,857733,8539,89895.14,719729.51,67.37384092,0.670727636,7.061149404
2018-09-09,sponsoredProducts,Category,28345.08,3719976,8758,44095.51,719729.51,131.2388605,0.308977784,1.555667156
2018-09-09,sponsoredProducts,Competitive,2985.02,876637,919,2921.18,719729.51,293.6787693,0.307870634,0.978613209
2018-09-09,sponsoredProducts,Uncategorized,577.42,471956,962,4499.28,719729.51,817.3530532,1.666031658,7.792040456
2018-09-16,sponsoredBrands,Branded,2582.54,74322,973,11395.5,706785.12,28.77864428,0.376760863,4.41251636
2018-09-16,sponsoredBrands,Category,2909.3,83240,556,2645.2,706785.12,28.61169353,0.191111264,0.90922215
2018-09-16,sponsoredBrands,Competitive,382.93,53895,144,818.92,706785.12,140.7437391,0.376047842,2.138563184
2018-09-16,sponsoredBrands,Uncategorized,631.68,94168,372,939.81,706785.12,149.0754813,0.588905775,1.487794453
2018-09-16,sponsoredProducts,Auto,2060.56,1662444,1594,5993.11,706785.12,806.7923283,0.773576115,2.908486043
2018-09-16,sponsoredProducts,Branded,13790.03,937952,8223,91021.37,706785.12,68.01667582,0.596300371,6.600520086
2018-09-16,sponsoredProducts,Category,26970.34,4173633,8706,48406.91,706785.12,154.7489946,0.322799045,1.794820162
2018-09-16,sponsoredProducts,Competitive,1797.58,809542,611,1738.52,706785.12,450.3510275,0.339901423,0.967144717
2018-09-16,sponsoredProducts,Uncategorized,545.4,508772,962,2854.47,706785.12,932.8419509,1.763843051,5.233718372
2018-09-23,sponsoredBrands,Branded,1588.1,70878,689,8850.12,785244.21,44.63069076,0.433851773,5.572772495
2018-09-23,sponsoredBrands,Category,1999.83,83413,484,2588.91,785244.21,41.71004535,0.242020572,1.294565038
2018-09-23,sponsoredBrands,Competitive,354.05,56355,144,359.16,785244.21,159.1724333,0.406722214,1.01443299
2018-09-23,sponsoredBrands,Uncategorized,792.46,101390,455,832.01,785244.21,127.9433662,0.574161472,1.049907882
2018-09-23,sponsoredProducts,Auto,1571.29,1495072,1481,6656.46,785244.21,951.493359,0.94253766,4.236302656
2018-09-23,sponsoredProducts,Branded,9507.94,951449,5713,60532.99,785244.21,100.0688898,0.600866223,6.36657257
2018-09-23,sponsoredProducts,Category,19953.89,3379272,6252,29720.96,785244.21,169.3540458,0.313322365,1.489482001
2018-09-23,sponsoredProducts,Competitive,2631.24,855431,807,2776.09,785244.21,325.1056536,0.306699503,1.05505009
2018-09-23,sponsoredProducts,Uncategorized,858.69,507138,1419,5315.53,785244.21,590.5949761,1.652517206,6.190278214
2018-09-30,sponsoredBrands,Branded,2246.28,78153,938,10891.77,700976.93,34.79218975,0.417579287,4.848803355
2018-09-30,sponsoredBrands,Category,4396.13,203703,1006,4949.71,700976.93,46.33689177,0.228837637,1.125924393
2018-09-30,sponsoredBrands,Competitive,430.57,49580,122,192.22,700976.93,115.1496853,0.283345333,0.446431475
2018-09-30,sponsoredBrands,Uncategorized,720.54,90680,353,579.79,700976.93,125.8500569,0.489910345,0.804660394
2018-09-30,sponsoredProducts,Auto,1754.17,1374013,1510,7842.37,700976.93,783.2838322,0.860805965,4.470701243
2018-09-30,sponsoredProducts,Branded,12161.21,1996729,7153,74262.66,700976.93,164.1883497,0.588181604,6.106519006
2018-09-30,sponsoredProducts,Category,16733.14,3519817,5619,33478.43,700976.93,210.3500598,0.335800693,2.000726104
2018-09-30,sponsoredProducts,Competitive,2269.27,714440,697,1990.96,700976.93,314.8325232,0.307147232,0.877357036
2018-09-30,sponsoredProducts,Uncategorized,699.9,434200,1013,3977.61,700976.93,620.3743392,1.447349621,5.683111873
2018-10-07,sponsoredBrands,Branded,2426.75,86804,882,8513.9,705749.94,35.76965077,0.363449057,3.508354796
2018-10-07,sponsoredBrands,Category,4464.84,258639,1092,6350.21,705749.94,57.92794367,0.244577633,1.422270451
2018-10-07,sponsoredBrands,Competitive,348.34,59753,123,223.75,705749.94,171.5364299,0.35310329,0.642332204
2018-10-07,sponsoredBrands,Uncategorized,302.15,49889,183,436.69,705749.94,165.1133543,0.605659441,1.445275525
2018-10-07,sponsoredProducts,Auto,1627,1397170,1405,5213.58,705749.94,858.7400123,0.863552551,3.20441303
2018-10-07,sponsoredProducts,Branded,11351.3,1473292,7173,77143.45,705749.94,129.7905967,0.631910001,6.796001339
2018-10-07,sponsoredProducts,Category,17387.29,4124896,6135,34939.64,705749.94,237.2362801,0.352843945,2.009493141
2018-10-07,sponsoredProducts,Competitive,1953.76,713788,615,2016,705749.94,365.3406764,0.314777659,1.031856523
2018-10-07,sponsoredProducts,Uncategorized,258.14,212470,433,1702.34,705749.94,823.080499,1.677384365,6.594638568
2018-10-14,sponsoredBrands,Branded,2811.55,74645,914,10292.2,647229.53,26.54941225,0.325087585,3.660685387
2018-10-14,sponsoredBrands,Category,4621.6,257896,1045,5483.37,647229.53,55.80231954,0.226112169,1.186465726
2018-10-14,sponsoredBrands,Competitive,554.55,69961,182,466.25,647229.53,126.1581462,0.328194031,0.840771797
2018-10-14,sponsoredProducts,Auto,1681.08,1040371,1323,5663.8,647229.53,618.870607,0.786994075,3.369143646
2018-10-14,sponsoredProducts,Branded,7068.39,1096120,3924,37641.47,647229.53,155.0735033,0.555147636,5.325324437
2018-10-14,sponsoredProducts,Category,10152.35,2393282,3820,18770.25,647229.53,235.7367506,0.376267564,1.848857654
2018-10-14,sponsoredProducts,Competitive,728.19,261414,297,744.46,647229.53,358.991472,0.407860586,1.02234307
2018-10-21,sponsoredBrands,Branded,2736.12,90906,986,10276.73,734937.99,33.22441998,0.360364312,3.755950031
2018-10-21,sponsoredBrands,Category,4717.39,300223,1151,5628.62,734937.99,63.64175953,0.243990851,1.193164017
2018-10-21,sponsoredBrands,Competitive,440.46,80714,152,274.19,734937.99,183.2493302,0.345093766,0.622508287
2018-10-21,sponsoredProducts,Auto,1550.65,1257678,1266,7413.84,734937.99,811.0650372,0.816431819,4.781117596
2018-10-21,sponsoredProducts,Branded,13813.42,1483660,7414,79697.68,734937.99,107.4071446,0.536724432,5.769583492
2018-10-21,sponsoredProducts,Category,17282.75,4320683,6360,30890.73,734937.99,249.9997396,0.367996991,1.787373537
2018-10-21,sponsoredProducts,Competitive,2052.28,924742,777,2412.14,734937.99,450.5925117,0.378603309,1.175346444
2018-10-28,sponsoredBrands,Branded,2979.33,85651,1104,10911.84,706864.43,28.74840988,0.370553111,3.662514726
2018-10-28,sponsoredBrands,Category,5144.54,251672,1167,6612.32,706864.43,48.92021444,0.226842439,1.285308307
2018-10-28,sponsoredBrands,Competitive,494.83,78357,168,541,706864.43,158.351353,0.339510539,1.093304771
2018-10-28,sponsoredProducts,Auto,1269.48,977254,1022,4045.94,706864.43,769.806535,0.805054038,3.187084476
2018-10-28,sponsoredProducts,Branded,12171.3,1293478,6762,85406.22,706864.43,106.2727893,0.555569249,7.017017081
2018-10-28,sponsoredProducts,Category,20516.15,3883893,6062,30200.87,706864.43,189.3090565,0.295474541,1.47205348
2018-10-28,sponsoredProducts,Competitive,2593.12,972191,772,2447.21,706864.43,374.9116894,0.297710866,0.943731875
2018-11-04,sponsoredBrands,Branded,3193.8,98262,1159,11495.16,734536.96,30.76648506,0.362890601,3.599210971
2018-11-04,sponsoredBrands,Category,4516.31,212414,968,6241.31,734536.96,47.03264391,0.214334268,1.38194898
2018-11-04,sponsoredBrands,Competitive,508.97,82963,185,272.89,734536.96,163.0017486,0.363479183,0.536161267
2018-11-04,sponsoredProducts,Auto,1739.26,1247633,1291,5815.02,734536.96,717.3355335,0.742269701,3.343387418
2018-11-04,sponsoredProducts,Branded,17070.06,1983584,8393,90383.15,734536.96,116.2025207,0.491679584,5.294834933
2018-11-04,sponsoredProducts,Category,23412.8,4654680,7097,35709.85,734536.96,198.8091984,0.303124786,1.525227653
2018-11-04,sponsoredProducts,Competitive,2404.08,1002475,733,2074.19,734536.96,416.9890353,0.304898339,0.862779109
2018-11-11,sponsoredBrands,Branded,2711.91,93987,871,8574.63,664728.22,34.65712358,0.32117585,3.161841654
2018-11-11,sponsoredBrands,Category,3446.94,226833,790,4338.31,664728.22,65.80706366,0.229188788,1.258597481
2018-11-11,sponsoredBrands,Competitive,242.43,80560,120,67.12,664728.22,332.3021078,0.494988244,0.276863424
2018-11-11,sponsoredProducts,Auto,2074.57,1510786,1263,3547.48,664728.22,728.2405511,0.60880086,1.709983274
2018-11-11,sponsoredProducts,Branded,18705.36,1274343,5878,67559.94,664728.22,68.12715714,0.314241479,3.611795763
2018-11-11,sponsoredProducts,Category,19269.32,3893253,5659,30072.75,664728.22,202.0441303,0.293679279,1.56065445
2018-11-11,sponsoredProducts,Competitive,1714.38,836074,533,1566.3,664728.22,487.6830108,0.310899567,0.913624751
2018-11-18,sponsoredBrands,Branded,2985.53,89950,904,8721.72,556231.35,30.12865387,0.302793809,2.921330551
2018-11-18,sponsoredBrands,Category,4060.19,440238,1196,3213.31,556231.35,108.4279307,0.294567496,0.791418628
2018-11-18,sponsoredBrands,Competitive,404.9,111229,186,252.36,556231.35,274.7073351,0.459372685,0.623265004
2018-11-18,sponsoredProducts,Auto,1807.84,1400118,1151,3308.23,556231.35,774.4700858,0.636671387,1.829935171
2018-11-18,sponsoredProducts,Branded,15261.36,1076307,4156,42423.08,556231.35,70.52497287,0.272321733,2.77977061
2018-11-18,sponsoredProducts,Category,13972.17,2427611,4094,21082.74,556231.35,173.7461683,0.293011036,1.508909497
2018-11-18,sponsoredProducts,Competitive,1739.56,656538,572,1235.53,556231.35,377.4161282,0.328818782,0.710254317
2018-11-25,sponsoredBrands,Branded,3225.64,97168,866,8856.48,714695.47,30.12363438,0.268473853,2.745650476
2018-11-25,sponsoredBrands,Category,5543.09,673264,1611,5699.79,714695.47,121.4600521,0.29063212,1.028269431
2018-11-25,sponsoredBrands,Competitive,454.28,184911,186,256.11,714695.47,407.0419125,0.409439112,0.563771242
2018-11-25,sponsoredProducts,Auto,2970.94,2133704,2020,5626.57,714695.47,718.1915488,0.679919487,1.893868607
2018-11-25,sponsoredProducts,Branded,15310.93,1375567,5963,68601.72,714695.47,89.84215851,0.38946034,4.480571722
2018-11-25,sponsoredProducts,Category,20244.25,3066860,5776,31936.52,714695.47,151.492893,0.285315583,1.577560048
2018-11-25,sponsoredProducts,Competitive,1965.95,919872,611,1489.33,714695.47,467.9020321,0.310791221,0.757562502
2018-12-02,sponsoredBrands,Branded,3034.22,92201,774,8860.05,685452.9,30.3870517,0.25509027,2.920042054
2018-12-02,sponsoredBrands,Category,6427.92,717169,1724,6185.74,685452.9,111.5709281,0.268204956,0.962323738
2018-12-02,sponsoredBrands,Competitive,495.12,182354,210,154.16,685452.9,368.3026337,0.424139603,0.311358862
2018-12-02,sponsoredProducts,Auto,1735.1,1294764,1140,4108.63,685452.9,746.2186617,0.65702265,2.367949974
2018-12-02,sponsoredProducts,Branded,13833.78,1376474,5789,64629.47,685452.9,99.50093178,0.418468416,4.671859029
2018-12-02,sponsoredProducts,Category,18532.59,2780556,5266,26227.48,685452.9,150.0360176,0.284148087,1.41520856
2018-12-02,sponsoredProducts,Competitive,2207.46,821659,700,1614.42,685452.9,372.2192022,0.317106539,0.73134734
2018-12-09,sponsoredBrands,Branded,4189.22,118201,993,12718.78,586628.74,28.21551506,0.237036966,3.036073541
2018-12-09,sponsoredBrands,Category,7999.59,995228,2250,7994.29,586628.74,124.409876,0.281264415,0.999337466
2018-12-09,sponsoredBrands,Competitive,819.88,272620,321,419.41,586628.74,332.5120749,0.39152071,0.511550471
2018-12-09,sponsoredProducts,Auto,1488.78,850089,999,3223.82,586628.74,570.997058,0.671019224,2.165410605
2018-12-09,sponsoredProducts,Branded,11366.19,802794,4265,49058.94,586628.74,70.63000003,0.375235677,4.31621678
2018-12-09,sponsoredProducts,Category,14608.64,2329266,4000,19297.94,586628.74,159.444411,0.273810567,1.320994973
2018-12-09,sponsoredProducts,Competitive,1927.02,707627,630,1412.15,586628.74,367.2131062,0.326929663,0.732815435
2018-12-16,sponsoredBrands,Branded,2661.88,83125,792,9626.04,537238.06,31.22792913,0.297534074,3.61625618
2018-12-16,sponsoredBrands,Category,5427.24,880600,1732,4152.76,537238.06,162.2555848,0.319130903,0.765169773
2018-12-16,sponsoredBrands,Competitive,703.11,231114,280,611.71,537238.06,328.702479,0.398230718,0.870006116
2018-12-16,sponsoredProducts,Auto,621.56,534109,601,2503.01,537238.06,859.3040093,0.966921938,4.026980501
2018-12-16,sponsoredProducts,Branded,8450.67,664233,3057,30677.58,537238.06,78.60122333,0.361746465,3.630195002
2018-12-16,sponsoredProducts,Category,11109.45,1905739,2987,14396.37,537238.06,171.5421556,0.268870196,1.295867032
2018-12-16,sponsoredProducts,Competitive,1610.87,528560,463,1152.55,537238.06,328.1208291,0.287422325,0.715482938
2018-12-23,sponsoredBrands,Branded,1965.64,71026,677,6602.29,417458.9,36.13377831,0.344417086,3.358850044
2018-12-23,sponsoredBrands,Category,3298.37,436615,998,1791.99,417458.9,132.37296,0.302573695,0.543295628
2018-12-23,sponsoredBrands,Competitive,440.84,111824,165,198.23,417458.9,253.6611923,0.374285455,0.449664277
2018-12-23,sponsoredProducts,Auto,445.35,285039,443,2931.11,417458.9,640.0336814,0.994723251,6.581587515
2018-12-23,sponsoredProducts,Branded,6354.98,493756,2122,20517.58,417458.9,77.69591722,0.333911358,3.228582938
2018-12-23,sponsoredProducts,Category,6924.49,973725,1916,8646.5,417458.9,140.6204645,0.276699078,1.248684019
2018-12-23,sponsoredProducts,Competitive,1266.2,371575,320,510.54,417458.9,293.4567999,0.252724688,0.403206444
2018-12-30,sponsoredBrands,Branded,3390.59,119869,1117,11639.58,601474.27,35.35343406,0.329441189,3.432906957
2018-12-30,sponsoredBrands,Category,3800.48,537224,1187,2480.27,601474.27,141.3568812,0.312328969,0.652620195
2018-12-30,sponsoredBrands,Competitive,796.66,172698,255,557.28,601474.27,216.7775463,0.320086361,0.699520498
2018-12-30,sponsoredProducts,Auto,871.24,526481,992,5218.56,601474.27,604.2892888,1.138607043,5.989807631
2018-12-30,sponsoredProducts,Branded,11639.55,955324,3723,36139.34,601474.27,82.07568162,0.319857726,3.104874329
2018-12-30,sponsoredProducts,Category,13642.84,1577960,3730,19384.69,601474.27,115.6621349,0.273403485,1.420869115
2018-12-30,sponsoredProducts,Competitive,2369.52,666687,573,1536.25,601474.27,281.3595159,0.241821128,0.64833806
2019-01-06,sponsoredBrands,Branded,6743.75,240642,1914,18342.39,774379.54,35.68370714,0.28381835,2.719909546
2019-01-06,sponsoredBrands,Category,5909.11,676157,1764,3328.87,774379.54,114.4261995,0.298522112,0.563345411
2019-01-06,sponsoredBrands,Competitive,1233.18,260373,406,925.18,774379.54,211.139493,0.329230121,0.750239219
2019-01-06,sponsoredProducts,Auto,4771.2,1091667,1880,5136.48,774379.54,228.8034457,0.394030852,1.076559356
