Date,Revenue
2019-11-09,2362.45
2019-11-09,2374.14
2019-11-09,394136.15
2019-11-09,19440.77
2019-11-09,10783.25
2019-11-09,8657.52
2019-11-09,194971.14
2019-11-09,186486.11
2019-11-09,8485.03
2019-11-09,172781.93
2019-11-09,157234.85
2019-11-09,15547.08
2019-11-09,8451.29
2019-11-09,6942.31
2019-11-09,111229.75
2019-11-09,10274.45
2019-11-09,5715.07
2019-11-09,4559.38
2019-11-09,16874.15
2019-11-09,13717.7
2019-11-09,3156.45
2019-11-09,2738.21
2019-11-09,81293.77
2019-11-09,75152.32
2019-11-09,6141.45
2019-11-09,1917.69
2019-11-09,
2019-11-09,144213.76
2019-11-09,23038.08
2019-11-09,10621.46
2019-11-09,12416.62
2019-11-09,27549.02
2019-11-09,21901.31
2019-11-09,5647.71
2019-11-09,25.83
2019-11-09,93567.59
2019-11-09,80490.3
2019-11-09,13077.29
2019-11-09,4498.95
2019-11-09,166496.29
2019-11-09,55141.2
2019-11-09,23431.6
2019-11-09,31709.6
2019-11-09,28427.34
2019-11-09,16351.41
2019-11-09,12075.93
2019-11-09,82924.76
2019-11-09,67865.42
2019-11-09,15059.34
2019-11-09,5680.05
2019-11-09,676873.58
2019-11-09,111766.45
2019-11-09,52744.46
2019-11-09,59021.99
2019-11-09,61700.1
2019-11-09,43864.2
2019-11-09,17835.9
2019-11-09,484039.94
2019-11-09,444465.8
2019-11-09,39574.14
2019-11-09,28345.75
2019-11-09,12.78
2019-11-09,4536726.56
2019-11-09,685494.03
2019-11-09,392838.15
2019-11-09,292655.88
2019-11-09,515406.95
2019-11-09,463400.59
2019-11-09,52006.36
2019-11-09,17.13
2019-11-09,3150732.94
2019-11-09,2817622.33
2019-11-09,333110.61
2019-11-09,105933.37
2019-11-09,161488.72
2019-11-09,1012911.38
2019-11-09,188800.9
2019-11-09,85158.44
2019-11-09,103642.46
2019-11-09,102494.73
2019-11-09,68455.28
2019-11-09,34039.45
2019-11-09,4542.12
2019-11-09,689598.88
2019-11-09,561256.2
2019-11-09,128342.68
2019-11-09,24318.16
2019-11-09,522258.34
2019-11-09,75527.12
2019-11-09,33473.27
2019-11-09,42053.86
2019-11-09,2816.3
2019-11-09,2562.7
2019-11-09,253.6
2019-11-09,2418.78
2019-11-09,434770.83
2019-11-09,393571.63
2019-11-09,41199.2
2019-11-09,17673.04
2019-11-09,324304.87
2019-11-09,751862.07
2019-11-09,5945978.88
2019-11-09,1310496.33
2019-11-09,1141038.99
2019-11-09,516576.18
2019-11-09,99011.81
2019-11-09,29263.26
2019-11-09,3972290.56
2019-11-09,1319805.35
2019-11-09,1533195.46
2019-11-09,276078.48
2019-11-09,122438.82
2019-11-09,694908.34
2019-11-09,289727.56
2019-11-09,86482.18
2019-11-09,72964.18
2019-11-09,23693.37
2019-11-09,4345.61
2019-11-09,1573.88
2019-11-09,189027.52
2019-11-09,42953.18
2019-11-09,73201.33
2019-11-09,9021.41
2019-11-09,3476.5
2019-11-09,58443.2
2019-11-09,131128.59
2019-11-09,36961.44
2019-11-09,18210.51
2019-11-09,14272.93
2019-11-09,1813.66
2019-11-09,84986.91
2019-11-09,29863.18
2019-11-09,38210.53
2019-11-09,7882.93
2019-11-09,1297.31
2019-11-09,20874.85
2019-11-09,703562.49
2019-11-09,161037.47
2019-11-09,101013.2
2019-11-09,45276.28
2019-11-09,15449.76
2019-11-09,466476.07
2019-11-09,152305.92
2019-11-09,213171.13
2019-11-09,71576.25
2019-11-09,4458.52
2019-11-09,100311.43
2019-11-09,89028.03
2019-11-09,21948.82
2019-11-09,19724.59
2019-11-09,6826.21
2019-11-09,2761.04
2019-11-09,4379.39
2019-11-09,48071.32
2019-11-09,12664.74
2019-11-09,15734.12
2019-11-09,3995.08
2019-11-09,10581.9
2019-11-09,12361.57
2019-11-09,51884.77
2019-11-09,10415.04
2019-11-09,27216.85
2019-11-09,41426.8
2019-11-09,8890.94
2019-11-09,5325.2
2019-11-09,65801.52
2019-11-09,12655.7
2019-11-09,53074.63
2019-11-09,49551.78
2019-11-09,3590.05
2019-11-09,0
2019-11-09,585897.29
2019-11-09,181723.37
2019-11-09,77259.5
2019-11-09,45348.42
2019-11-09,18562.38
2019-11-09,373881.42
2019-11-09,116467.25
2019-11-09,183091.4
2019-11-09,23280.41
2019-11-09,2926.39
2019-11-09,117812.57
2019-11-09,1495941.57
2019-11-09,357501.68
2019-11-09,358964.18
2019-11-09,128425.81
2019-11-09,44651.22
2019-11-09,10.71
2019-11-09,1051203.83
2019-11-09,244840.49
2019-11-09,457288.02
2019-11-09,77329.15
2019-11-09,9888.86
2019-11-09,184424.65
2019-11-09,268849.77
2019-11-09,44623.38
2019-11-09,48386.83
2019-11-09,217895.24
2019-11-09,68372.83
2019-11-09,107370.67
2019-11-09,85928.99
2019-11-09,13238.5
2019-11-09,266.9
2019-11-09,113.71
2019-11-09,72304.41
2019-11-09,51630.2
2019-11-09,20490.77
2019-11-09,5.75
2019-11-09,96986.43
2019-11-09,59263.28
2019-11-09,412923.17
2019-11-09,191.17
2019-11-09,234907.81
2019-11-09,13533270.04
2019-11-09,2275695.85
2019-11-09,646055.89
2019-11-09,3637106.91
2019-11-09,89027.74
2019-11-09,824421.41
2019-11-09,1450678.42
2019-11-09,144875.06
2019-11-09,1997336.92
2019-11-09,448733.04
2019-11-09,55923.46
2019-11-09,25013.27
2019-11-09,111030.04
2019-11-09,13480.8
2019-11-09,60082.6
2019-11-09,11933.96
2019-11-09,61165.81
2019-11-09,190489.61
2019-11-09,20549.67
2019-11-09,12018.49
2019-11-09,40333.72
2019-11-09,1586.9
2019-11-09,10612.99
2019-11-09,35380.49
2019-11-09,4765.26
2019-11-09,43602.44
2019-11-09,368419.43
2019-11-09,42707.26
2019-11-09,15215.73
2019-11-09,113790.84
2019-11-09,7497.57
2019-11-09,41040.26
2019-11-09,4655.37
2019-11-09,49927.38
2019-11-09,272448.24
2019-11-09,47842.51
2019-11-09,11266.97
2019-11-09,63729.59
2019-11-09,9499.97
2019-11-09,30219.27
2019-11-09,4028.96
2019-11-09,38034.03
2019-11-09,372379.5
2019-11-09,39818.8
2019-11-09,2076.39
2019-11-09,157436.39
2019-11-09,11937.74
2019-11-09,27820.58
2019-11-09,28181.59
2019-11-09,335801.05
2019-11-09,32208.36
2019-11-09,9702.11
2019-11-09,163086.1
2019-11-09,2199.3
2019-11-09,4804.86
2019-11-09,18085.99
2019-11-09,22986.99
2019-11-09,734493.84
2019-11-09,146147.01
2019-11-09,17576.72
2019-11-09,212480.54
2019-11-09,33577.74
2019-11-09,102436.83
2019-11-09,128846.19
2019-11-09,4871348.84
2019-11-09,945914.81
2019-11-09,268443.11
2019-11-09,1276207.5
2019-11-09,32526.65
2019-11-09,455811.01
2019-11-09,497354.19
2019-11-09,71224.95
2019-11-09,877585.98
2019-11-09,1078272.82
2019-11-09,313610.77
2019-11-09,92662.48
2019-11-09,314912.16
2019-11-09,37599.29
2019-11-09,41868.6
2019-11-09,131292.95
2019-11-09,131518.21
2019-11-09,675849.88
2019-11-09,172978.83
2019-11-09,53172.16
2019-11-09,218896.09
2019-11-09,26406.52
2019-11-09,65905.67
2019-11-09,98162.6
2019-11-09,257364.79
2019-11-09,31031.27
2019-11-09,78152.17
2019-11-09,860551.31
2019-11-16,9532336.18
2019-11-16,1301860.35
2019-11-16,708788.44
2019-11-16,593071.91
2019-11-16,1005425.77
2019-11-16,841006.01
2019-11-16,164419.75
2019-11-16,29946.01
2019-11-16,5889668.24
2019-11-16,5209595.82
2019-11-16,680072.43
2019-11-16,226648.31
2019-11-16,177833.12
2019-11-16,219183.14
2019-11-16,27003.22
2019-11-16,15962.04
2019-11-16,11041.18
2019-11-16,29584.63
2019-11-16,24393.9
2019-11-16,5190.73
2019-11-16,55.74
2019-11-16,151194.22
2019-11-16,131162.71
2019-11-16,20031.51
2019-11-16,6021.67
2019-11-16,10728.32
2019-11-16,98114.84
2019-11-16,7607.28
2019-11-16,4836.24
2019-11-16,2771.04
2019-11-16,15612.47
2019-11-16,12938.13
2019-11-16,2674.34
2019-11-16,72521.86
2019-11-16,68142.94
2019-11-16,4378.92
2019-11-16,2220.39
2019-11-16,2373.23
2019-11-16,190157.54
2019-11-16,18096.28
2019-11-16,10018.15
2019-11-16,8078.13
2019-11-16,24559.01
2019-11-16,20428.97
2019-11-16,4130.04
2019-11-16,141625.74
2019-11-16,126464.68
2019-11-16,15161.06
2019-11-16,7571.22
2019-11-16,5876.51
2019-11-16,114933.51
2019-11-16,9997.8
2019-11-16,5537.34
2019-11-16,4460.46
2019-11-16,11522.56
2019-11-16,9015.73
2019-11-16,2506.83
2019-11-16,2412.58
2019-11-16,90926.88
2019-11-16,84973.45
2019-11-16,5953.43
2019-11-16,2442.09
2019-11-16,
2019-11-16,129199.12
2019-11-16,21544
2019-11-16,10020.69
2019-11-16,11523.31
2019-11-16,25093.4
2019-11-16,20136.9
2019-11-16,4956.5
2019-11-16,18.2
2019-11-16,82516.67
2019-11-16,71311.87
2019-11-16,11204.8
2019-11-16,3936.97
2019-11-16,169521.31
2019-11-16,50614.93
2019-11-16,20767.58
2019-11-16,29847.35
2019-11-16,34381.08
2019-11-16,23275.04
2019-11-16,11106.04
2019-11-16,84525.3
2019-11-16,70384.56
2019-11-16,14140.74
2019-11-16,5655.63
2019-11-16,681644.17
2019-11-16,110120.87
2019-11-16,55775.69
2019-11-16,54345.18
2019-11-16,57416.68
2019-11-16,42351.46
2019-11-16,15065.22
2019-11-16,487318.15
2019-11-16,449463.36
2019-11-16,37854.79
2019-11-16,27539.89
2019-11-16,14.67
2019-11-16,4081099.67
2019-11-16,637965.59
2019-11-16,377897.29
2019-11-16,260068.3
2019-11-16,479616.16
2019-11-16,435380.96
2019-11-16,44235.2
2019-11-16,1.84
2019-11-16,2796063.22
2019-11-16,2495831.81
2019-11-16,300231.41
2019-11-16,97583.66
2019-11-16,148258.12
2019-11-16,907903.68
2019-11-16,172485.28
2019-11-16,80326.52
2019-11-16,92158.76
2019-11-16,91981.91
2019-11-16,62708.04
2019-11-16,29273.87
2019-11-16,3549.6
2019-11-16,612818.69
2019-11-16,498613.6
2019-11-16,114205.09
2019-11-16,22021.54
2019-11-16,376236.25
2019-11-16,67963.47
2019-11-16,30752.68
2019-11-16,37210.79
2019-11-16,2279.06
2019-11-16,2136.99
2019-11-16,142.07
2019-11-16,1910.4
2019-11-16,296403.69
2019-11-16,263518.04
2019-11-16,32885.65
2019-11-16,14531.48
2019-11-16,295964.07
2019-11-16,706061.27
2019-11-16,5430384.29
2019-11-16,1203512.28
2019-11-16,1079082.27
2019-11-16,479129.29
2019-11-16,95987.92
2019-11-16,27845.66
2019-11-16,3616602.68
2019-11-16,1232286.69
2019-11-16,1327044.39
2019-11-16,215255.19
2019-11-16,123823.15
2019-11-16,628395.08
2019-11-16,283070.26
2019-11-16,84765.24
2019-11-16,70686.93
2019-11-16,18509.8
2019-11-16,4301.32
2019-11-16,1265.62
2019-11-16,186205
2019-11-16,43095.79
2019-11-16,72491.18
2019-11-16,7244.26
2019-11-16,3455.36
2019-11-16,61954.12
2019-11-16,146602.42
2019-11-16,44700.14
2019-11-16,22443.67
2019-11-16,19244.96
2019-11-16,2140.7
2019-11-16,94591.15
2019-11-16,34967.04
2019-11-16,38582.21
2019-11-16,5909.36
2019-11-16,1396.08
2019-11-16,23314.48
2019-11-16,192399.25
2019-11-16,61934.44
2019-11-16,29193.6
2019-11-16,18746.66
2019-11-16,6561.19
2019-11-16,108337.64
2019-11-16,34562.77
2019-11-16,44619.43
2019-11-16,16584.98
2019-11-16,5504.03
2019-11-16,36626.59
2019-11-16,107218.18
2019-11-16,26013.23
2019-11-16,25381.64
2019-11-16,11440.93
2019-11-16,3938.48
2019-11-16,4012.39
2019-11-16,62897.13
2019-11-16,18715.39
2019-11-16,18882.39
2019-11-16,4168.92
2019-11-16,10061.55
2019-11-16,10633.82
2019-11-16,65786.3
2019-11-16,11823.01
2019-11-16,31857.32
2019-11-16,53885.14
2019-11-16,14133.25
2019-11-16,7955.65
2019-11-16,62648.83
2019-11-16,11588.62
2019-11-16,50991.05
2019-11-16,44160.03
2019-11-16,6900.18
2019-11-16,0
2019-11-16,555839.45
2019-11-16,178970.52
2019-11-16,68077.45
2019-11-16,48192.93
2019-11-16,21396.91
2019-11-16,346784.92
2019-11-16,105210.7
2019-11-16,176575.84
2019-11-16,21885.51
2019-11-16,3059.14
2019-11-16,109380.68
2019-11-16,1434509.26
2019-11-16,345383.53
2019-11-16,346918.94
2019-11-16,122523.73
2019-11-16,45542.27
2019-11-16,16.78
2019-11-16,1005023.51
2019-11-16,234381.38
2019-11-16,433446.29
2019-11-16,74338.6
2019-11-16,9714.1
2019-11-16,177317.53
2019-11-16,228650.4
2019-11-16,29302.16
2019-11-16,48610.51
2019-11-16,193213.73
2019-11-16,64739.76
2019-11-16,85874.6
2019-11-16,78460.42
2019-11-16,12044.42
2019-11-16,176.64
2019-11-16,60.41
2019-11-16,66118.84
2019-11-16,47622.17
2019-11-16,18383.23
2019-11-16,11.5
2019-11-16,160838.61
2019-11-16,111251.2
2019-11-16,401093.74
2019-11-16,78.24
2019-11-16,227605.96
2019-11-16,13298735.37
2019-11-16,2159019.15
2019-11-16,642358.39
2019-11-16,3453206.56
2019-11-16,84315.82
2019-11-16,832660.4
2019-11-16,1466465.22
2019-11-16,158688.66
2019-11-16,1984339.27
2019-11-16,427332.81
2019-11-16,52777.78
2019-11-16,24079.38
2019-11-16,107188.55
2019-11-16,11175.54
2019-11-16,58153.58
2019-11-16,12045.87
2019-11-16,59169.93
2019-11-16,185962.47
2019-11-16,22804.4
2019-11-16,12416.75
2019-11-16,37536.24
2019-11-16,1603.12
2019-11-16,13238.27
2019-11-16,35684.28
2019-11-16,5833.18
2019-11-16,43890.79
2019-11-16,457870.92
2019-11-16,43071.45
2019-11-16,17012.15
2019-11-16,117808.19
2019-11-16,12285.21
2019-11-16,71973.68
2019-11-16,14240.03
2019-11-16,79977.48
2019-11-16,315142.44
2019-11-16,51402.45
2019-11-16,33205.62
2019-11-16,53591.62
2019-11-16,8395.06
2019-11-16,36029.55
2019-11-16,3321.05
2019-11-16,57221.28
2019-11-16,377814.88
2019-11-16,40580.96
2019-11-16,2450.36
2019-11-16,160310.93
2019-11-16,11787.93
2019-11-16,28615.23
2019-11-16,29025.91
2019-11-16,540949.17
2019-11-16,56300.07
2019-11-16,16721.49
2019-11-16,205149.72
2019-11-16,797.69
2019-11-16,7097.09
2019-11-16,29648.7
2019-11-16,36124.92
2019-11-16,742860.87
2019-11-16,148667.62
2019-11-16,17298.18
2019-11-16,209705.65
2019-11-16,34134.73
2019-11-16,106729.7
2019-11-16,133016.51
2019-11-16,4435933.05
2019-11-16,861050.61
2019-11-16,248925.68
2019-11-16,1153097.35
2019-11-16,30961.16
2019-11-16,390794.48
2019-11-16,472091.94
2019-11-16,68568.78
2019-11-16,816024.18
2019-11-16,990812.97
2019-11-16,280857.63
2019-11-16,85170.97
2019-11-16,294351.23
2019-11-16,34851.32
2019-11-16,38919.35
2019-11-16,121360.97
2019-11-16,121547.15
2019-11-16,578720.67
2019-11-16,137212.12
2019-11-16,46016.21
2019-11-16,194730.79
2019-11-16,22754.41
2019-11-16,55648.62
2019-11-16,83288.52
2019-11-16,364257.87
2019-11-16,24049.6
2019-11-16,161079.37
2019-11-16,795614.53
2019-11-16,2459.04
2019-11-16,15.44
2019-11-23,10312974.51
2019-11-23,1418780.52
2019-11-23,752014.13
2019-11-23,666766.39
2019-11-23,1093144.57
2019-11-23,912405.99
2019-11-23,180738.58
2019-11-23,32104.72
2019-11-23,6418692.94
2019-11-23,5620732.61
2019-11-23,797960.33
2019-11-23,287740.49
2019-11-23,185429.39
2019-11-23,223848.97
2019-11-23,26613.54
2019-11-23,16613.93
2019-11-23,9999.61
2019-11-23,31564.5
2019-11-23,25505.13
2019-11-23,6059.37
2019-11-23,58.08
2019-11-23,154617.26
2019-11-23,133454.5
2019-11-23,21162.76
2019-11-23,6082.72
2019-11-23,10398.74
2019-11-23,103569.09
2019-11-23,10159.68
2019-11-23,5935.91
2019-11-23,4223.77
2019-11-23,16076.3
2019-11-23,13749.06
2019-11-23,2327.24
2019-11-23,75216.21
2019-11-23,67894.38
2019-11-23,7321.83
2019-11-23,4614.79
2019-11-23,2116.9
2019-11-23,278214.53
2019-11-23,29411.66
2019-11-23,13525.59
2019-11-23,15886.07
2019-11-23,36872.34
2019-11-23,32118.59
2019-11-23,4753.75
2019-11-23,203755.19
2019-11-23,185568.53
2019-11-23,18186.66
2019-11-23,10209.81
2019-11-23,8175.34
2019-11-23,99303.99
2019-11-23,11845.71
2019-11-23,6170.2
2019-11-23,5675.51
2019-11-23,13264.03
2019-11-23,10417.51
2019-11-23,2846.52
2019-11-23,2463.07
2019-11-23,71689.79
2019-11-23,61678.68
2019-11-23,10011.11
2019-11-23,5457.51
2019-11-23,
2019-11-23,177729.49
2019-11-23,27515.8
2019-11-23,13538.41
2019-11-23,13977.39
2019-11-23,32369.69
2019-11-23,26600.27
2019-11-23,5769.42
2019-11-23,14.91
2019-11-23,117723.71
2019-11-23,103622.27
2019-11-23,14101.44
2019-11-23,5963.64
2019-11-23,158928.99
2019-11-23,50611.11
2019-11-23,20859.4
2019-11-23,29751.71
2019-11-23,26532.09
2019-11-23,14764.2
2019-11-23,11767.89
2019-11-23,81783.8
2019-11-23,64206.33
2019-11-23,17577.47
2019-11-23,8297.55
2019-11-23,769289.44
2019-11-23,116091.12
2019-11-23,56286.18
2019-11-23,59804.94
2019-11-23,58945.23
2019-11-23,42902.93
2019-11-23,16042.3
2019-11-23,559018.53
2019-11-23,518159.89
2019-11-23,40858.64
2019-11-23,29751.36
2019-11-23,7.69
2019-11-23,4289367
2019-11-23,669475.31
2019-11-23,389054.28
2019-11-23,280421.03
2019-11-23,511864.61
2019-11-23,465026.41
2019-11-23,46838.2
2019-11-23,3.59
2019-11-23,2935891.67
2019-11-23,2609360.92
2019-11-23,326530.75
2019-11-23,113639.4
2019-11-23,150439.09
2019-11-23,1082323.04
2019-11-23,190133.92
2019-11-23,84778.34
2019-11-23,105355.58
2019-11-23,109819.24
2019-11-23,74025.37
2019-11-23,35793.87
2019-11-23,3528.36
2019-11-23,743901.22
2019-11-23,584694.9
2019-11-23,159206.32
2019-11-23,38268.35
2019-11-23,390067.54
2019-11-23,82781.94
2019-11-23,35073.86
2019-11-23,47708.07
2019-11-23,2125.89
2019-11-23,1925.89
2019-11-23,200
2019-11-23,1822.09
2019-11-23,295994.92
2019-11-23,260410.38
2019-11-23,35584.53
2019-11-23,16480.89
2019-11-23,260602.9
2019-11-23,753289.97
2019-11-23,5871667.53
2019-11-23,1385068.24
2019-11-23,1106655.69
